score;completeness;rescuebot_action;rescuebot_location;ben_action;ben_location;world_nr;tick_nr
0;0.0;MoveSouth;(15, 6);;(9, 17);1;468
0;0.0;MoveSouth;(15, 6);;(9, 17);1;469
0;0.0;MoveSouth;(15, 6);;(9, 17);1;470
0;0.0;MoveSouth;(15, 6);;(9, 17);1;471
0;0.0;MoveSouth;(15, 6);;(9, 17);1;472
0;0.0;MoveSouth;(15, 7);;(9, 17);1;473
0;0.0;MoveSouthWest;(15, 7);MoveWest;(8, 17);1;474
0;0.0;MoveSouthWest;(15, 7);;(8, 17);1;475
0;0.0;MoveSouthWest;(15, 7);MoveWest;(8, 17);1;476
0;0.0;MoveSouthWest;(15, 7);MoveWest;(8, 17);1;477
0;0.0;MoveSouthWest;(15, 7);MoveWest;(8, 17);1;478
0;0.0;MoveSouthWest;(15, 7);MoveWest;(8, 17);1;479
0;0.0;MoveSouthWest;(15, 7);MoveWest;(8, 17);1;480
0;0.0;MoveSouthWest;(15, 7);MoveWest;(7, 17);1;481
0;0.0;MoveSouthWest;(14, 8);MoveWest;(7, 17);1;482
0;0.0;MoveSouthEast;(14, 8);MoveWest;(7, 17);1;483
0;0.0;MoveSouthEast;(14, 8);MoveWest;(7, 17);1;484
0;0.0;MoveSouthEast;(14, 8);MoveWest;(7, 17);1;485
0;0.0;MoveSouthEast;(14, 8);MoveWest;(7, 17);1;486
0;0.0;MoveSouthEast;(14, 8);MoveWest;(6, 17);1;487
0;0.0;MoveSouthEast;(14, 8);MoveWest;(6, 17);1;488
0;0.0;MoveSouthEast;(14, 8);MoveWest;(6, 17);1;489
0;0.0;MoveSouthEast;(14, 8);MoveWest;(6, 17);1;490
0;0.0;MoveSouthEast;(15, 9);MoveWest;(6, 17);1;491
0;0.0;MoveNorthEast;(15, 9);MoveWest;(6, 17);1;492
0;0.0;MoveNorthEast;(15, 9);MoveWest;(5, 17);1;493
0;0.0;MoveNorthEast;(15, 9);MoveNorth;(5, 17);1;494
0;0.0;MoveNorthEast;(15, 9);MoveNorth;(5, 17);1;495
0;0.0;MoveNorthEast;(15, 9);MoveNorth;(5, 17);1;496
0;0.0;MoveNorthEast;(15, 9);MoveNorth;(5, 17);1;497
0;0.0;MoveNorthEast;(15, 9);MoveNorth;(5, 17);1;498
0;0.0;MoveNorthEast;(15, 9);MoveNorth;(5, 17);1;499
0;0.0;MoveNorthEast;(16, 8);MoveNorth;(5, 17);1;500
0;0.0;;(16, 8);MoveNorth;(5, 17);1;501
0;0.0;;(16, 8);MoveNorth;(5, 17);1;502
0;0.0;;(16, 8);MoveNorth;(5, 17);1;503
0;0.0;;(16, 8);MoveNorth;(5, 17);1;504
0;0.0;;(16, 8);MoveNorth;(5, 17);1;505
0;0.0;;(16, 8);;(5, 17);1;506
0;0.0;;(16, 8);;(5, 17);1;507
0;0.0;;(16, 8);;(5, 17);1;508
0;0.0;;(16, 8);;(5, 17);1;509
0;0.0;;(16, 8);;(5, 17);1;510
0;0.0;;(16, 8);;(5, 17);1;511
0;0.0;;(16, 8);;(5, 17);1;512
0;0.0;;(16, 8);;(5, 17);1;513
0;0.0;;(16, 8);;(5, 17);1;514
0;0.0;;(16, 8);;(5, 17);1;515
0;0.0;;(16, 8);;(5, 17);1;516
0;0.0;;(16, 8);;(5, 17);1;517
0;0.0;;(16, 8);;(5, 17);1;518
0;0.0;Idle;(16, 8);;(5, 17);1;519
0;0.0;Idle;(16, 8);;(5, 17);1;520
0;0.0;Idle;(16, 8);;(5, 17);1;521
0;0.0;Idle;(16, 8);;(5, 17);1;522
0;0.0;Idle;(16, 8);;(5, 17);1;523
0;0.0;Idle;(16, 8);;(5, 17);1;524
0;0.0;Idle;(16, 8);;(5, 17);1;525
0;0.0;Idle;(16, 8);;(5, 17);1;526
0;0.0;Idle;(16, 8);;(5, 17);1;527
0;0.0;Idle;(16, 8);;(5, 17);1;528
0;0.0;Idle;(16, 8);;(5, 17);1;529
0;0.0;Idle;(16, 8);;(5, 17);1;530
0;0.0;Idle;(16, 8);;(5, 17);1;531
0;0.0;Idle;(16, 8);;(5, 17);1;532
0;0.0;Idle;(16, 8);;(5, 17);1;533
0;0.0;Idle;(16, 8);;(5, 17);1;534
0;0.0;Idle;(16, 8);;(5, 17);1;535
0;0.0;Idle;(16, 8);;(5, 17);1;536
0;0.0;Idle;(16, 8);;(5, 17);1;537
0;0.0;Idle;(16, 8);;(5, 17);1;538
0;0.0;Idle;(16, 8);;(5, 17);1;539
0;0.0;Idle;(16, 8);;(5, 17);1;540
0;0.0;Idle;(16, 8);;(5, 17);1;541
0;0.0;Idle;(16, 8);;(5, 17);1;542
0;0.0;Idle;(16, 8);;(5, 17);1;543
0;0.0;Idle;(16, 8);;(5, 17);1;544
0;0.0;MoveWest;(16, 8);;(5, 17);1;545
0;0.0;MoveWest;(16, 8);;(5, 17);1;546
0;0.0;MoveWest;(16, 8);;(5, 17);1;547
0;0.0;MoveWest;(16, 8);;(5, 17);1;548
0;0.0;MoveWest;(16, 8);;(5, 17);1;549
0;0.0;MoveWest;(16, 8);;(5, 17);1;550
0;0.0;MoveWest;(16, 8);;(5, 17);1;551
0;0.0;MoveWest;(16, 8);;(5, 17);1;552
0;0.0;MoveWest;(15, 8);;(5, 17);1;553
0;0.0;MoveWest;(15, 8);;(5, 17);1;554
0;0.0;MoveWest;(15, 8);;(5, 17);1;555
0;0.0;MoveWest;(15, 8);;(5, 17);1;556
0;0.0;MoveWest;(15, 8);;(5, 17);1;557
0;0.0;MoveWest;(15, 8);;(5, 17);1;558
0;0.0;MoveWest;(15, 8);;(5, 17);1;559
0;0.0;MoveWest;(15, 8);;(5, 17);1;560
0;0.0;MoveWest;(15, 8);;(5, 17);1;561
0;0.0;MoveWest;(14, 8);;(5, 17);1;562
0;0.0;;(14, 8);;(5, 17);1;563
0;0.0;;(14, 8);;(5, 17);1;564
0;0.0;;(14, 8);;(5, 17);1;565
0;0.0;;(14, 8);;(5, 17);1;566
0;0.0;;(14, 8);;(5, 17);1;567
0;0.0;;(14, 8);;(5, 17);1;568
0;0.0;;(14, 8);;(5, 17);1;569
0;0.0;;(14, 8);;(5, 17);1;570
0;0.0;;(14, 8);;(5, 17);1;571
0;0.0;;(14, 8);;(5, 17);1;572
0;0.0;;(14, 8);;(5, 17);1;573
0;0.0;;(14, 8);;(5, 17);1;574
0;0.0;;(14, 8);;(5, 17);1;575
0;0.0;;(14, 8);;(5, 17);1;576
0;0.0;;(14, 8);;(5, 17);1;577
0;0.0;;(14, 8);;(5, 17);1;578
0;0.0;;(14, 8);;(5, 17);1;579
0;0.0;;(14, 8);;(5, 17);1;580
0;0.0;;(14, 8);;(5, 17);1;581
0;0.0;;(14, 8);;(5, 17);1;582
0;0.0;;(14, 8);;(5, 17);1;583
0;0.0;;(14, 8);;(5, 17);1;584
0;0.0;;(14, 8);;(5, 17);1;585
0;0.0;;(14, 8);;(5, 17);1;586
0;0.0;;(14, 8);;(5, 17);1;587
0;0.0;;(14, 8);;(5, 17);1;588
0;0.0;;(14, 8);;(5, 17);1;589
0;0.0;;(14, 8);;(5, 17);1;590
0;0.0;;(14, 8);;(5, 17);1;591
0;0.0;;(14, 8);;(5, 17);1;592
0;0.0;;(14, 8);MoveNorth;(5, 17);1;593
0;0.0;;(14, 8);MoveNorth;(5, 17);1;594
0;0.0;;(14, 8);MoveNorth;(5, 17);1;595
0;0.0;;(14, 8);MoveNorth;(5, 17);1;596
0;0.0;;(14, 8);MoveNorth;(5, 17);1;597
0;0.0;;(14, 8);MoveNorth;(5, 17);1;598
0;0.0;;(14, 8);MoveEast;(5, 17);1;599
0;0.0;;(14, 8);MoveEast;(5, 17);1;600
0;0.0;;(14, 8);MoveEast;(5, 17);1;601
0;0.0;;(14, 8);MoveEast;(5, 17);1;602
0;0.0;;(14, 8);MoveEast;(5, 17);1;603
0;0.0;;(14, 8);MoveEast;(6, 17);1;604
0;0.0;;(14, 8);;(6, 17);1;605
0;0.0;;(14, 8);;(6, 17);1;606
0;0.0;;(14, 8);;(6, 17);1;607
0;0.0;;(14, 8);;(6, 17);1;608
0;0.0;;(14, 8);;(6, 17);1;609
0;0.0;;(14, 8);;(6, 17);1;610
0;0.0;;(14, 8);;(6, 17);1;611
0;0.0;;(14, 8);MoveNorth;(6, 17);1;612
0;0.0;;(14, 8);MoveNorth;(6, 17);1;613
0;0.0;;(14, 8);MoveNorth;(6, 17);1;614
0;0.0;;(14, 8);MoveNorth;(6, 17);1;615
0;0.0;;(14, 8);MoveNorth;(6, 17);1;616
0;0.0;;(14, 8);MoveNorth;(6, 16);1;617
0;0.0;;(14, 8);MoveNorth;(6, 16);1;618
0;0.0;;(14, 8);MoveNorth;(6, 16);1;619
0;0.0;;(14, 8);MoveNorth;(6, 16);1;620
0;0.0;;(14, 8);MoveNorth;(6, 16);1;621
0;0.0;;(14, 8);MoveNorth;(6, 16);1;622
0;0.0;;(14, 8);MoveNorth;(6, 15);1;623
0;0.0;;(14, 8);MoveNorth;(6, 15);1;624
0;0.0;;(14, 8);MoveNorth;(6, 15);1;625
0;0.0;;(14, 8);MoveNorth;(6, 15);1;626
0;0.0;;(14, 8);MoveNorth;(6, 15);1;627
0;0.0;;(14, 8);MoveNorth;(6, 15);1;628
0;0.0;;(14, 8);MoveNorth;(6, 14);1;629
0;0.0;;(14, 8);;(6, 14);1;630
0;0.0;;(14, 8);;(6, 14);1;631
0;0.0;;(14, 8);;(6, 14);1;632
0;0.0;;(14, 8);;(6, 14);1;633
0;0.0;;(14, 8);;(6, 14);1;634
0;0.0;;(14, 8);;(6, 14);1;635
0;0.0;;(14, 8);;(6, 14);1;636
0;0.0;;(14, 8);;(6, 14);1;637
0;0.0;;(14, 8);;(6, 14);1;638
0;0.0;;(14, 8);;(6, 14);1;639
0;0.0;;(14, 8);;(6, 14);1;640
0;0.0;;(14, 8);;(6, 14);1;641
0;0.0;;(14, 8);;(6, 14);1;642
0;0.0;;(14, 8);;(6, 14);1;643
0;0.0;;(14, 8);;(6, 14);1;644
0;0.0;;(14, 8);;(6, 14);1;645
0;0.0;;(14, 8);;(6, 14);1;646
0;0.0;;(14, 8);;(6, 14);1;647
0;0.0;;(14, 8);;(6, 14);1;648
0;0.0;;(14, 8);;(6, 14);1;649
0;0.0;;(14, 8);;(6, 14);1;650
0;0.0;;(14, 8);;(6, 14);1;651
0;0.0;;(14, 8);;(6, 14);1;652
0;0.0;;(14, 8);;(6, 14);1;653
0;0.0;;(14, 8);;(6, 14);1;654
0;0.0;;(14, 8);;(6, 14);1;655
0;0.0;;(14, 8);;(6, 14);1;656
0;0.0;;(14, 8);;(6, 14);1;657
0;0.0;;(14, 8);;(6, 14);1;658
0;0.0;;(14, 8);;(6, 14);1;659
0;0.0;;(14, 8);;(6, 14);1;660
0;0.0;;(14, 8);;(6, 14);1;661
0;0.0;;(14, 8);;(6, 14);1;662
0;0.0;;(14, 8);;(6, 14);1;663
0;0.0;;(14, 8);;(6, 14);1;664
0;0.0;;(14, 8);;(6, 14);1;665
0;0.0;;(14, 8);;(6, 14);1;666
0;0.0;;(14, 8);;(6, 14);1;667
0;0.0;;(14, 8);;(6, 14);1;668
0;0.0;;(14, 8);;(6, 14);1;669
0;0.0;;(14, 8);;(6, 14);1;670
0;0.0;;(14, 8);;(6, 14);1;671
0;0.0;;(14, 8);;(6, 14);1;672
0;0.0;;(14, 8);;(6, 14);1;673
0;0.0;;(14, 8);;(6, 14);1;674
0;0.0;;(14, 8);;(6, 14);1;675
0;0.0;;(14, 8);;(6, 14);1;676
0;0.0;;(14, 8);;(6, 14);1;677
0;0.0;;(14, 8);;(6, 14);1;678
0;0.0;;(14, 8);;(6, 14);1;679
0;0.0;;(14, 8);;(6, 14);1;680
0;0.0;;(14, 8);;(6, 14);1;681
0;0.0;;(14, 8);;(6, 14);1;682
0;0.0;;(14, 8);;(6, 14);1;683
0;0.0;;(14, 8);;(6, 14);1;684
0;0.0;;(14, 8);;(6, 14);1;685
0;0.0;;(14, 8);;(6, 14);1;686
0;0.0;;(14, 8);;(6, 14);1;687
0;0.0;;(14, 8);;(6, 14);1;688
0;0.0;;(14, 8);;(6, 14);1;689
0;0.0;;(14, 8);;(6, 14);1;690
0;0.0;;(14, 8);;(6, 14);1;691
0;0.0;;(14, 8);;(6, 14);1;692
0;0.0;;(14, 8);;(6, 14);1;693
0;0.0;;(14, 8);;(6, 14);1;694
0;0.0;;(14, 8);;(6, 14);1;695
0;0.0;;(14, 8);;(6, 14);1;696
0;0.0;;(14, 8);;(6, 14);1;697
0;0.0;;(14, 8);;(6, 14);1;698
0;0.0;;(14, 8);;(6, 14);1;699
0;0.0;;(14, 8);;(6, 14);1;700
0;0.0;;(14, 8);;(6, 14);1;701
0;0.0;;(14, 8);;(6, 14);1;702
0;0.0;;(14, 8);;(6, 14);1;703
0;0.0;;(14, 8);;(6, 14);1;704
0;0.0;;(14, 8);;(6, 14);1;705
0;0.0;;(14, 8);;(6, 14);1;706
0;0.0;;(14, 8);;(6, 14);1;707
0;0.0;;(14, 8);;(6, 14);1;708
0;0.0;;(14, 8);;(6, 14);1;709
0;0.0;;(14, 8);;(6, 14);1;710
0;0.0;;(14, 8);;(6, 14);1;711
0;0.0;;(14, 8);;(6, 14);1;712
0;0.0;;(14, 8);;(6, 14);1;713
0;0.0;;(14, 8);;(6, 14);1;714
0;0.0;;(14, 8);;(6, 14);1;715
0;0.0;;(14, 8);;(6, 14);1;716
0;0.0;;(14, 8);;(6, 14);1;717
0;0.0;;(14, 8);;(6, 14);1;718
0;0.0;;(14, 8);;(6, 14);1;719
0;0.0;;(14, 8);;(6, 14);1;720
0;0.0;;(14, 8);;(6, 14);1;721
0;0.0;;(14, 8);;(6, 14);1;722
0;0.0;;(14, 8);;(6, 14);1;723
0;0.0;;(14, 8);;(6, 14);1;724
0;0.0;;(14, 8);;(6, 14);1;725
0;0.0;;(14, 8);;(6, 14);1;726
0;0.0;;(14, 8);;(6, 14);1;727
0;0.0;;(14, 8);;(6, 14);1;728
0;0.0;;(14, 8);;(6, 14);1;729
0;0.0;;(14, 8);;(6, 14);1;730
0;0.0;;(14, 8);;(6, 14);1;731
0;0.0;;(14, 8);;(6, 14);1;732
0;0.0;;(14, 8);;(6, 14);1;733
0;0.0;;(14, 8);;(6, 14);1;734
0;0.0;;(14, 8);;(6, 14);1;735
0;0.0;;(14, 8);;(6, 14);1;736
0;0.0;;(14, 8);;(6, 14);1;737
0;0.0;;(14, 8);;(6, 14);1;738
0;0.0;;(14, 8);;(6, 14);1;739
0;0.0;;(14, 8);;(6, 14);1;740
0;0.0;;(14, 8);;(6, 14);1;741
0;0.0;;(14, 8);;(6, 14);1;742
0;0.0;;(14, 8);;(6, 14);1;743
0;0.0;;(14, 8);;(6, 14);1;744
0;0.0;;(14, 8);;(6, 14);1;745
0;0.0;;(14, 8);;(6, 14);1;746
0;0.0;;(14, 8);;(6, 14);1;747
0;0.0;;(14, 8);;(6, 14);1;748
0;0.0;;(14, 8);;(6, 14);1;749
0;0.0;;(14, 8);;(6, 14);1;750
0;0.0;;(14, 8);;(6, 14);1;751
0;0.0;;(14, 8);;(6, 14);1;752
0;0.0;;(14, 8);;(6, 14);1;753
0;0.0;;(14, 8);;(6, 14);1;754
0;0.0;;(14, 8);;(6, 14);1;755
0;0.0;;(14, 8);;(6, 14);1;756
0;0.0;;(14, 8);;(6, 14);1;757
0;0.0;;(14, 8);;(6, 14);1;758
0;0.0;;(14, 8);;(6, 14);1;759
0;0.0;;(14, 8);;(6, 14);1;760
0;0.0;;(14, 8);;(6, 14);1;761
0;0.0;;(14, 8);;(6, 14);1;762
0;0.0;;(14, 8);;(6, 14);1;763
0;0.0;CarryObject;(14, 8);;(6, 14);1;764
0;0.0;CarryObject;(14, 8);;(6, 14);1;765
0;0.0;CarryObject;(14, 8);;(6, 14);1;766
0;0.0;CarryObject;(14, 8);;(6, 14);1;767
0;0.0;CarryObject;(14, 8);;(6, 14);1;768
0;0.0;CarryObject;(14, 8);;(6, 14);1;769
0;0.0;CarryObject;(14, 8);;(6, 14);1;770
0;0.0;CarryObject;(14, 8);;(6, 14);1;771
0;0.0;CarryObject;(14, 8);;(6, 14);1;772
0;0.0;CarryObject;(14, 8);;(6, 14);1;773
0;0.0;CarryObject;(14, 8);;(6, 14);1;774
0;0.0;CarryObject;(14, 8);;(6, 14);1;775
0;0.0;CarryObject;(14, 8);;(6, 14);1;776
0;0.0;CarryObject;(14, 8);;(6, 14);1;777
0;0.0;CarryObject;(14, 8);;(6, 14);1;778
0;0.0;CarryObject;(14, 8);;(6, 14);1;779
0;0.0;CarryObject;(14, 8);;(6, 14);1;780
0;0.0;CarryObject;(14, 8);;(6, 14);1;781
0;0.0;CarryObject;(14, 8);;(6, 14);1;782
0;0.0;CarryObject;(14, 8);;(6, 14);1;783
0;0.0;CarryObject;(14, 8);;(6, 14);1;784
0;0.0;CarryObject;(14, 8);;(6, 14);1;785
0;0.0;CarryObject;(14, 8);;(6, 14);1;786
0;0.0;CarryObject;(14, 8);;(6, 14);1;787
0;0.0;CarryObject;(14, 8);;(6, 14);1;788
0;0.0;CarryObject;(14, 8);;(6, 14);1;789
0;0.0;CarryObject;(14, 8);;(6, 14);1;790
0;0.0;CarryObject;(14, 8);;(6, 14);1;791
0;0.0;CarryObject;(14, 8);;(6, 14);1;792
0;0.0;CarryObject;(14, 8);;(6, 14);1;793
0;0.0;CarryObject;(14, 8);;(6, 14);1;794
0;0.0;CarryObject;(14, 8);;(6, 14);1;795
0;0.0;CarryObject;(14, 8);;(6, 14);1;796
0;0.0;CarryObject;(14, 8);;(6, 14);1;797
0;0.0;CarryObject;(14, 8);;(6, 14);1;798
0;0.0;CarryObject;(14, 8);;(6, 14);1;799
0;0.0;CarryObject;(14, 8);;(6, 14);1;800
0;0.0;CarryObject;(14, 8);;(6, 14);1;801
0;0.0;CarryObject;(14, 8);;(6, 14);1;802
0;0.0;CarryObject;(14, 8);;(6, 14);1;803
0;0.0;CarryObject;(14, 8);;(6, 14);1;804
0;0.0;CarryObject;(14, 8);;(6, 14);1;805
0;0.0;CarryObject;(14, 8);;(6, 14);1;806
0;0.0;CarryObject;(14, 8);;(6, 14);1;807
0;0.0;CarryObject;(14, 8);;(6, 14);1;808
0;0.0;CarryObject;(14, 8);;(6, 14);1;809
0;0.0;CarryObject;(14, 8);;(6, 14);1;810
0;0.0;CarryObject;(14, 8);;(6, 14);1;811
0;0.0;CarryObject;(14, 8);;(6, 14);1;812
0;0.0;CarryObject;(14, 8);;(6, 14);1;813
0;0.0;CarryObject;(14, 8);;(6, 14);1;814
0;0.0;CarryObject;(14, 8);;(6, 14);1;815
0;0.0;CarryObject;(14, 8);;(6, 14);1;816
0;0.0;CarryObject;(14, 8);;(6, 14);1;817
0;0.0;CarryObject;(14, 8);;(6, 14);1;818
0;0.0;CarryObject;(14, 8);;(6, 14);1;819
0;0.0;CarryObject;(14, 8);;(6, 14);1;820
0;0.0;CarryObject;(14, 8);;(6, 14);1;821
0;0.0;CarryObject;(14, 8);;(6, 14);1;822
0;0.0;CarryObject;(14, 8);;(6, 14);1;823
0;0.0;CarryObject;(14, 8);;(6, 14);1;824
0;0.0;CarryObject;(14, 8);;(6, 14);1;825
0;0.0;CarryObject;(14, 8);;(6, 14);1;826
0;0.0;CarryObject;(14, 8);;(6, 14);1;827
0;0.0;CarryObject;(14, 8);;(6, 14);1;828
0;0.0;CarryObject;(14, 8);;(6, 14);1;829
0;0.0;CarryObject;(14, 8);;(6, 14);1;830
0;0.0;CarryObject;(14, 8);;(6, 14);1;831
0;0.0;CarryObject;(14, 8);;(6, 14);1;832
0;0.0;CarryObject;(14, 8);;(6, 14);1;833
0;0.0;CarryObject;(14, 8);;(6, 14);1;834
0;0.0;CarryObject;(14, 8);;(6, 14);1;835
0;0.0;CarryObject;(14, 8);;(6, 14);1;836
0;0.0;CarryObject;(14, 8);;(6, 14);1;837
0;0.0;CarryObject;(14, 8);;(6, 14);1;838
0;0.0;CarryObject;(14, 8);;(6, 14);1;839
0;0.0;CarryObject;(14, 8);;(6, 14);1;840
0;0.0;CarryObject;(14, 8);;(6, 14);1;841
0;0.0;CarryObject;(14, 8);;(6, 14);1;842
0;0.0;CarryObject;(14, 8);;(6, 14);1;843
0;0.0;CarryObject;(14, 8);;(6, 14);1;844
0;0.0;CarryObject;(14, 8);;(6, 14);1;845
0;0.0;CarryObject;(14, 8);;(6, 14);1;846
0;0.0;CarryObject;(14, 8);;(6, 14);1;847
0;0.0;CarryObject;(14, 8);;(6, 14);1;848
0;0.0;CarryObject;(14, 8);;(6, 14);1;849
0;0.0;CarryObject;(14, 8);;(6, 14);1;850
0;0.0;CarryObject;(14, 8);;(6, 14);1;851
0;0.0;CarryObject;(14, 8);;(6, 14);1;852
0;0.0;CarryObject;(14, 8);;(6, 14);1;853
0;0.0;CarryObject;(14, 8);;(6, 14);1;854
0;0.0;CarryObject;(14, 8);;(6, 14);1;855
0;0.0;CarryObject;(14, 8);;(6, 14);1;856
0;0.0;CarryObject;(14, 8);;(6, 14);1;857
0;0.0;CarryObject;(14, 8);;(6, 14);1;858
0;0.0;CarryObject;(14, 8);;(6, 14);1;859
0;0.0;CarryObject;(14, 8);;(6, 14);1;860
0;0.0;CarryObject;(14, 8);;(6, 14);1;861
0;0.0;CarryObject;(14, 8);;(6, 14);1;862
0;0.0;CarryObject;(14, 8);;(6, 14);1;863
0;0.0;CarryObject;(14, 8);;(6, 14);1;864
0;0.0;CarryObject;(14, 8);;(6, 14);1;865
0;0.0;CarryObject;(14, 8);;(6, 14);1;866
0;0.0;CarryObject;(14, 8);;(6, 14);1;867
0;0.0;CarryObject;(14, 8);;(6, 14);1;868
0;0.0;CarryObject;(14, 8);;(6, 14);1;869
0;0.0;CarryObject;(14, 8);;(6, 14);1;870
0;0.0;CarryObject;(14, 8);;(6, 14);1;871
0;0.0;CarryObject;(14, 8);;(6, 14);1;872
0;0.0;CarryObject;(14, 8);;(6, 14);1;873
0;0.0;CarryObject;(14, 8);;(6, 14);1;874
0;0.0;CarryObject;(14, 8);;(6, 14);1;875
0;0.0;CarryObject;(14, 8);;(6, 14);1;876
0;0.0;CarryObject;(14, 8);;(6, 14);1;877
0;0.0;CarryObject;(14, 8);;(6, 14);1;878
0;0.0;CarryObject;(14, 8);;(6, 14);1;879
0;0.0;CarryObject;(14, 8);;(6, 14);1;880
0;0.0;CarryObject;(14, 8);;(6, 14);1;881
0;0.0;CarryObject;(14, 8);;(6, 14);1;882
0;0.0;CarryObject;(14, 8);;(6, 14);1;883
0;0.0;CarryObject;(14, 8);;(6, 14);1;884
0;0.0;CarryObject;(14, 8);;(6, 14);1;885
0;0.0;CarryObject;(14, 8);;(6, 14);1;886
0;0.0;CarryObject;(14, 8);;(6, 14);1;887
0;0.0;CarryObject;(14, 8);;(6, 14);1;888
0;0.0;CarryObject;(14, 8);;(6, 14);1;889
0;0.0;CarryObject;(14, 8);;(6, 14);1;890
0;0.0;CarryObject;(14, 8);;(6, 14);1;891
0;0.0;CarryObject;(14, 8);;(6, 14);1;892
0;0.0;CarryObject;(14, 8);;(6, 14);1;893
0;0.0;CarryObject;(14, 8);;(6, 14);1;894
0;0.0;CarryObject;(14, 8);;(6, 14);1;895
0;0.0;CarryObject;(14, 8);;(6, 14);1;896
0;0.0;CarryObject;(14, 8);;(6, 14);1;897
0;0.0;CarryObject;(14, 8);;(6, 14);1;898
0;0.0;CarryObject;(14, 8);;(6, 14);1;899
0;0.0;CarryObject;(14, 8);;(6, 14);1;900
0;0.0;CarryObject;(14, 8);;(6, 14);1;901
0;0.0;CarryObject;(14, 8);;(6, 14);1;902
0;0.0;CarryObject;(14, 8);;(6, 14);1;903
0;0.0;CarryObject;(14, 8);;(6, 14);1;904
0;0.0;CarryObject;(14, 8);;(6, 14);1;905
0;0.0;CarryObject;(14, 8);;(6, 14);1;906
0;0.0;CarryObject;(14, 8);;(6, 14);1;907
0;0.0;CarryObject;(14, 8);;(6, 14);1;908
0;0.0;CarryObject;(14, 8);;(6, 14);1;909
0;0.0;CarryObject;(14, 8);;(6, 14);1;910
0;0.0;CarryObject;(14, 8);;(6, 14);1;911
0;0.0;CarryObject;(14, 8);;(6, 14);1;912
0;0.0;CarryObject;(14, 8);;(6, 14);1;913
0;0.0;CarryObject;(14, 8);;(6, 14);1;914
